main,2
nearest,3
many,1
rocky,1
industrial,1
biggest,1
highest,1
accessible,2
more,1
commercial,2
best,4
new,3
local,1
flat,1
major,3
suitable,8
potential,1
closest,1
meteorological,1
scenic,1
predominant,1
different,3
specific,1
asphalt,1
prone,2
worth,2
metropolitan,6
hot,1
cold,1
total,1
quite,1
friendly,2
future,2
similar,1
urban,10
small,1
touristic,1
spatial,5
temporal,2
violent,1
human,1
unobserved,1
observed,1
historical,1
residential,3
chinese,1
ecological,1
boundary,3
non,1
-,1
neighborhood,1
public,1
catchment,1
european,1
rural,3
sexual,1
reproductive,1
ethnic,1
individual,1
regional,2
large,1
detailed,1
western,1
riskiest,1
hazardous,1
socioeconomic,1
high,1
consistent,1
